Object Unique ID,Level,File name,File use,Type of Resource,Language,Title,Variant,Variant.1,Variant.2,Corporate:Creator,Corporate:enacting jurisdiction,Corporate:issuing body,Corporate:issuing body.1,Corporate:issuing body.2,Date:creation,Date:begin,Date:end,Identifier:OCLC number,bib,Note:,Note:.1,Note:.2,Note:.3,Note:.4,Note:.5,Note:.6,Note:description,Note:material details,Note:physical description,Note:publication,Person:Creator,Person:author,Person:issuing body,Person:issuing body.1,bibex,FAST Name,FAST Corporate,FAST Conference,FAST Topic,FAST Geographic,FAST Genre
N65537#9,Object,,,text,spa  - Spanish; Castilian ,El Exmo. Sr. Presidente se ha servido dirigirme el decreto que sigue ... Se concede amnistía á las personas que se innodaron en la revolucion de Guanajuato en Junio de 1848,,,,,Mexico,"Mexico, Secretaría de Guerra y Marina",,,1851,1851-01-01,1851-12-31,1015909790,b9641835,Title from first lines of text,At head of title: Ministerio de Guerra y Marina. Seccion de operaciones,Page [4] blank,"Dated: México, Abril 11 de 1851",Signed in print: Robles,,,"Circular communicating a decree issued during the administration of Mariano Arista, granting amnesty to participants in a June 1848 uprising in Guanajuato",text,"1 sheet (4 unnumbered pages) ; 22 x 32 cm, folded to 22 x 16 cm",Mexico : publisher not identified,,,"Robles Pezuela, Manuel, 1817-1862","Arista, Mariano, 1802-1855",b96418357,,,,Amnesty,Mexico,History | Sources
N65537#8,Object,,,text,spa  - Spanish; Castilian ,"El Exmo. Sr. Presidente sustituto se ha servido dirigirme el decreto que sigue ... Ignacio Comonfort, Presidente sustituto de la República Mexicana ...he tenido á bien decretar lo siguiente. Art. 1o. Se establece la Inspeccion General de la Guardia de Seguridad",,,,,Mexico,"Mexico, President (1855-1858 : Comonfort)","Mexico, Secretaría de Gobernación",,1857,1857-01-01,1857-12-31,1011527233,b9619161,Title from first lines of text,At head of sheet: Secretaria de Estado y del Despacho de Gobernacion,"Dated and type-signed at end: México, Enero 26 de 1857. Lafragua",,,,,"Broadside issued by the Ministro de Gobernacion, José María Lafragua, communicating a decree by interim president Ignacio Comonfort, establishing the Inspector General for the Guardia de Seguridad",text,1 sheet ; 31 x 22 cm,Mexico : publisher not identified,,,"Comonfort, Ignacio, 1812-1863","Lafragua, José María, 1813-1875",b96191612,,,,Politics and government,Mexico,History | Sources
N65537#7,Object,,,text,spa  - Spanish; Castilian ,"Los Excmos. Sres. Diputados Secretarios del Soberano Congreso Constituyente, me han comunicado el decreto que sigue ... Habiendo tomado en consideración el Soberano Congreso Constituyente, la consulta del Gefe Político de Guanajuato, relativa á la formula de los poderes que deben estenderse á los Diputados de la legislatura particular",,,,"Mexico, Ministerio de Relaciones Interiores y Esteriores",Mexico,,,,1824,1824-01-01,1824-12-31,20384638,b9474251,At head of title: Primera Secretaría de Estado. Sección de Gobierno,Dated: México 18 de Febrero de 1824,Signed: Juan Guzman,Special Collections copy signed with manuscript flourish,,,,,text,1 sheet (2 pages) ; 21 cm,Mexico : publisher not identified,,,"Guzmán, Juan",,b94742510,,Mexico. Congreso,,Employees,,
N65537#38,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. Presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto siguiente ... La proroga de sesenta dias concedida por el decreto de veinte y nueve de noviembre de mil ochocientos veinte y ocho, se contará desde el dia veinte y dos de enero último",,,,,Mexico,"Mexico, Secretaría de Hacienda",,,1829,1829-01-01,1829-12-31,999392280,b9494766,At head of sheet: Secretaria de Hacienda. Departamento de Gobierno. Seccion 1a,Circular dated and signed at end: México 21 de febrero de 1829. Gonzalez,,,,,,Circular issued by Secretaria de Hacienda communicating a decree clarifying the start date for an extension to a previous degree,text,"1 sheet (1 page) ; 21 x 30 cm, folded to 30 x 21 cm",Mexico : publisher not identified,,,"González Angulo, Bernardo","Victoria, Guadalupe, 1786-1843",b94947661,,,,Politics and government,Mexico,
N65537#39,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto siguiente ... el congreso general ha decretado ... se faculta al Gobierno para que invierta la cantidad de mil ps. en la construccion de dos bongos y dos canoas, para el servicio de la Nacion en los rios de Tabasco",,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina","Mexico, Congreso (1828)","Mexico, President (1824-1829 : Vic.)",1828,1828-01-01,1828-12-31,1001960412,b9544251,Title from first lines of text,At head of sheet: Secretaria de Guerra y Marina. Seccion 3a,"Circular from the Ministerio de Guerra y Marina transmitting a national decree during the administration of Guadalupe Victoria, dated Jan. 31, 1828, authorizing one thousand pesos to fund the construction of two canoes for government service in the rivers of Tabasco",Dated and signed at end: México 4 de Febrero de 1828. G. Pedraza,Final [3] pages blank,,,,text,"1 folded sheet (4 unnumbered pages) ; 20 x 29 cm, folded to 20 x 15 cm",Mexico : publisher not identified,,,"Gómez Pedraza, Manuel, 1789-1851",,b95442510,,,,Military readiness--Law and legistation | Politics and government,Mexico,
N65537#34,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. Presidente interino de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... Si en circunstancias estraordinarias el dia 28 de diciembre del año de la renovacion de las cámaras no hubiere número suficiente de diputados ó senadores para formar junta preparatoria, continuarán reuniéndose los que se hubiesen presentado hasta tenerlo",,,,,Mexico,"Mexico, President (1832 : Múzquiz)","Mexico, Primera Secretaria de Estado",,1832,1832-01-01,1832-12-31,1019443533,b9653719,Title from first lines of text,Pages [2]-[4] blank,Dated andt type-signed at end: México 24 de diciembre de 1832. Fagoaga,In upper left corner of page [1]: Primera Secretaria de Estado. Departamento del Interior,Special Collections copy signed (with flourish) by Fagoaga,,,Decree issued during the interim presidency of Melchor Múzquiz,text,"1 sheet ; 30 x 42 cm, folded to 30 x 21 cm",Mexico : publisher not identified,,,"Fagoaga, Francisco, 1788-1851","Múzquiz, Melchor, 1790-1844",b9653719x,,,,Politics and government,Mexico,History | Sources
N65537#35,Object,,,text,spa  - Spanish; Castilian ,El ecsmo. sr. presidente de los estados unidos Mexicanos se ha servido dirijirme el decreto que sigue ... el congreso general ha decretado lo siguiente. 1o. Se prohibe la concesion de grados militares. 2o. No podrán concederse empleos militares á las personas que no hayan seguido la carrera de las armas,,,,,Mexico,"Mexico, Secretaría de Hacienda",,,1826,1826-01-01,1826-12-31,1002635221,b9577693,Title from first lines of text,Dated: México Marzo 17 de 1826,At head of sheet: Secretaria de Hacienda. Departamento de Gobierno. Seccion 5a,Type-signed: Gomez Pedraza,,,,"Circular issued by the Secretaria de Hacienda under President Guadalupe Victoria, communicating a decree limiting the granting of military ranks, as well as limiting military employment to those who have followed a military career",text,1 sheet (2 unnumbered pages) ; 20 x 16 cm,Mexico : publisher not identified,,,"Gómez Pedraza, Manuel, 1789-1851","Victoria, Guadalupe, 1786-1843",b9577693x,,,,Employees | Politics and government,Mexico,
N65537#36,Object,,,text,spa  - Spanish; Castilian ,"Victoriano Zamora, gobernador y comandante general del Estado de Zacatecas, á los habitantes del mismo, sabed: ... Ministerio de fomento, colonizacion, industria y comercio ... Ignacio Comonfort, presidente de la República Mexicana ... Art. 1o. Se adopta en la República el sistema métrico decimal francés",,,,,Mexico,"Zacatecas (Mexico : State), Governor","Mexico, Secretaría de Gobernación","Mexico, President (1855-1858 : Comonfort)",1857,1857-01-01,1857-12-31,1011704138,b9620044,Title from caption and first lines of text,Text printed in three columns,"""Palacio del gobierno nacional de México, á 15 de Marzo de 1857.--Ignacio Comonfort.--Al C. Manuel Siliceo ...""",""" ... gobierno del Estado de Zacatecas, Abril 24 de 1857.""",,,,"Zacatecas state broadside printing of a decree issued by president Comonfort, adopting the metric system for Mexico",text,1 sheet ; 44 x 33 cm,Zacatecas Mexico : publisher not identified,,,"Comonfort, Ignacio, 1812-1863","Zamora, Victoriano",b96200443,,,,Metric system | Politics and government,Mexico,History | Sources
N65537#37,Object,,,text,spa  - Spanish; Castilian ,"El Exmo. Sr. Presidente de la República se ha servido dirigirme el decreto que sigue ... Se convoca al Congreso general á sesiones estraordinarias, que comenzaran el dia 1o. de Julio próximo, para cuyo efecto tendrá su primera junta preparatoria el dia 25 del inmediato Junio","Se convoca al Congreso general á sesiones estraordinarias, que comenzaran el dia 1o. de Julio próximo",,,,Mexico,"Mexico, President (1848-1851 : Herrera)","Mexico, Ministerio de Relaciones Interiores y Esteriores",,1849,1849-01-01,1849-12-31,1015904442,b9641789,Text from first lines of text,At head of sheet: Ministerio de Relaciones Interiores y Esteriores,Dated and signed: México 28 de Mayo de 1849. Lacunza,,,,,"Broadside circular calling for extraordinary sessions of Congress in order to approve a budget, as well as to take up legislation concerning public finance, and projects to promote foreign emigration",text,1 sheet ; 32 x 22 cm,Mexico : publisher not identified,,,"Herrera, José Joaquín de, 1792-1854","Lacunza, José María, 1809-1869",b96417894,"Granja, Juan de la, 1785-1853",,,"Emigration and immigration law | Finance, Public",Mexico,History | Sources
N65537#30,Object,,,text,spa  - Spanish; Castilian ,"El Ecsmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... Por ahora y entre tanto se aprueba y arregla el numero de escribientes de las Secretarias del Gobierno, se aumentará á los veinte que actualmente sirven, la cantidad de doscientos pesos cada año",Escmo Sr. Presidente de los Estados Unidos Mexicanos,,,,Mexico,"Mexico, Secretaría de Hacienda",,,1828,1828-01-01,1828-12-31,999351186,b9494663,"Circular communicating a decree issued by the Secretaría de Hacienda under Presidente Guadalupe Victoria, relating to increasing the salaries of government clerks",Title from caption and text,Dated and signed at end: México 20 de Mayo de 1828. José Ignacio Pavón,,,,,At head of sheet: Secretaria de Hacienda. Departamento de Gobierno. Seccion 1a,text,"1 sheet (1 unnumbered page) ; 21 x 30 cm, folded to 21 x 15 cm",Mexico : publisher not identified,,,"Pavón, José Ignacio, 1791-1866","Victoria, Guadalupe, 1786-1843",b94946632,,,,Civil service | Politics and government,Mexico,History | Sources
N65537#31,Object,,,text,spa  - Spanish; Castilian ,El Escmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto siguiente ... el Congreso general há decretado lo que sigue ... Se aprueba el presupuesto de dos mil quinientos setenta y siete pesos para concluir la batería de Yalajau,Circular,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina","Mexico, Congreso (1827)","Mexico, President (1824-1829 : Vic.)",1827,1827-01-01,1827-12-31,1001346927,b9502612,"At head of page: Secretaria de Guerra y Marina, Seccion 7a. Circular",First lines of text used as title,Circular dated and signed at end: México 18 de Diciembre de 1827. G. Pedraza,,,,,Circular from the Ministerio de Guerra y Marina transmitting a decree approving the budget of 2577 pesos to complete the fort at Yalajau in the Yucatán peninsula,text,"1 folded sheet (1 unnumbered page) ; 20 x 30 cm, folded to 20 x 15 cm",Mexico : publisher not identified,,,"Gómez Pedraza, Manuel, 1789-1851",,b95026125,,,,Fortification,,
N65537#32,Object,,,text,spa  - Spanish; Castilian ,"El ciudadano Jose Maria Tornel, gobernador del Distrito Federal ... El Vice Presidente de los Estados-Unidos Mexicanos, en ejercicio del Supremo Poder Ejecutivo, á los habitantes de la República, sabed: que el Cogreso general ha decretado lo siguiente. Se abona el tiempo doble de servicio a los militares que sostuvieron el asedio del Castillo de San Juan de Ullúa, desde el veinte y cinco de Setiembre de ochocientos veinte y tres, haste el veinte y tres de Noviembre de ochocientos veinte y cinco que se rindió",,,,,Mexico,Distrito Federal (Mexico),,,1834,1834-01-01,1834-12-31,995176403,b9483759,Dated: Dado en México á 31 de Enero de 1834,,,,,,,"Decree granting double-time pay to the soldiers who held siege to the Castillo de San Juan de Ulúa from September 23, 1823 through November 23, 1825. This printing issued under the authority of José Maria Tornel, governor of the Distrito Federal (Mexico City)",text,1 sheet (1 page) ; 32 x 22 cm,Mexico : publisher not identified,,,"Tornel y Mendívil, José María, 1789-1853",,b94837594,,,,,,History | Sources
N65537#33,Object,,,text,spa  - Spanish; Castilian ,"Don Juan Ruiz de Apodaca y Eliza Lopez, de Letona y Lasqueti, Conde del Venadito ... Virey, Gobernador, Capitan General y Gefe superior político de esta N.E. : El Exmo. Sr. Ministro de la Guerra me ha comunicado la real orden siguiente ... El Capitan general de Granada dirigió al Rey con fecha de 14 de mayo de este año una instancia del capitan retirado en Guadix D. Antonio Casalos, y otras tres mas","Capitan general de Granada dirigió al Rey con fecha de 14 de mayo de este año una instancia del capitan retirado en Guadix D. Antonio Casalos, y otras tres mas",,,,New Spain,"New Spain, Viceroy (1816-1821 : Apodaca)",,,1820,1820-01-01,1820-12-31,54242731,b9623837,Broadside issued by the viceroy of New Spain communicating a royal order pensioning D. Antonio Casalos and three others,Title from first lines of text,Dated and typesigned at end: Dado en Mejico á 30 de diciembre de 1820. El conde del Venadito,Special Collections copy signed by Apodaca (manuscript flourish) and Andres Hurtado (manuscript signature),,,,,text,1 sheet ; 31 x 22 cm (fol.),Mexico : publisher not identified,,,,,b96238379,,,Wars of Independence (Mexico : 1810-1821),Military pensions | Wages,Mexico | New Spain | Spain,History | Sources
N65537#49,Object,,,text,spa  - Spanish; Castilian ,"El Exmo. Sr. Presidente de la República se ha servido dirigirme el decreto que sigue ... cumpliendo con el decreto del Congreso general de 8 de Junio último, he tenido á bien, de acuerdo con el Consejo, reglamentar el arbitrio extraordinario sobre salarios",,,,,Mexico,"Mexico, President (1837-1839 : Bustamante)","Mexico, Secretaría de Hacienda","Mexico, Congreso",1838,1838-01-01,1838-12-31,54275470,b9585311,"At head of sheet: Ministerio de Hacienda, Seccion 4a",Title from first lines of text,Circular dated and signed at end: México agosto 23 de 1838. Gorostiza,Decree dated: 23 de agosto de 1838,,,,"Circular issued by the Ministerio de Hacienda during the administration of Anastasio Bustamante, transmitting a national decree concerning the taxation of income",text,"1 sheet (4 unnumbered pages) ; 32 x 44 cm, folded to 32 x 22 cm",Mexico : publisher not identified,,,"Gorostiza, Manuel Eduardo de, 1789-1851",,b9585311x,,,,Income tax--Law and legislation | Internal revenue law | Taxation--Law and legislation,Mexico,
N65537#45,Object,,,text,spa  - Spanish; Castilian ,"Don Francisco Xavier de Lizana y Beaumont, por la gracia de Dios y de la Santa Sede Apostólica arzobispo de México, del consejo de S.M. virrey, gobernador y capitan general de esta Nueva España ... : Con fecha de 12 de marzo último comunicó á este Virreynato el Exmo. Sr. Secretario de Estado y del Despacho Universal de Hacienda D. Francisco de Saavedra la real orden que sigue",Con fecha de 12 de marzo último comunicó á este Virreynato el Exmo. Sr. Secretario de Estado y del Despacho Universal de Hacienda D. Francisco de Saavedra la real orden que sigue,,,,New Spain,"Spain, Junta Suprema Central Gubernativa del Reino","New Spain, Viceroy (1809-1810 : Lizana y Beaumont)",,1809,1809-01-01,1809-12-31,213487253,b9625073,Title from caption and beginning of text,Text printed in two columns,"Dated and signed at end: Dado en México á [5] de agosto de 1809. El arzobispo virrey. ""5"" in ms",Verso with stamps of Charles IV and Ferdinand VII,"Special Collections copy signed by the viceroy, with his manuscript flourish, and by Josef Ignacio Negreyros y Soria",,,"Broadside issued by the viceroy of New Spain communicating a royal decree from March 12, 1809 while Ferdinand VII was under guard in France during the Napoleonic conquest of Spain",text,1 sheet ; 43 x 31 cm,Mexico : publisher not identified,,,,,b96250732,,,Napoleonic Conquest of Spain (1808-1813),"Finance, Public | Politics and government",Mexico | New Spain | Spain,History | Sources
N65537#46,Object,,,text,spa  - Spanish; Castilian ,"C. Juan N. Mendez, Gobernador y Comandante militar del Estado de Zaragoza; á sus habitantes, sabed: Que por el Ministerio de Hacienda y Crédito público ... he tenido a bien decretar lo siguiente: Art. 1o. Se reforma la planta de la Contaduria mayor de Hacienda y Credito publico en terminos siguientes",,,,,Mexico,"Mexico, President (1858-1872 : Juárez)",,,1867,1867-01-01,1867-12-31,1003654843,b9583080,Title from first lines of text,Verso of sheet blank,"At end of text: Por tanto mando se imprima publique y circule con los fines que se espresan. Dado en Zaragoza, á 19 de Setiembre de 1867; type-signed: Juan N. Mendez. Eufemio M. Rojas, Secretario",,,,,"Decree, signed ""Benito Juárez"", dated ""Palacio del Gobierno Nacional en México, á 20 de Agosto de 1867,"" revising staff positions and salaries of the central bookkeeping department of the Treasury",text,1 sheet (2 unnumbered pages) ; 34 x 23 cm,Puebla : publisher not identified,"Juárez, Benito, 1806-1872",,"Mendez, Juan N., 1820-1894","Rojas, Eufemio M.",b95830807,,,,"Employees | Finance, Public--Accounting--Law and legislation | Politics and government",Mexico,History | Sources
N65537#47,Object,,,text,spa  - Spanish; Castilian ,"El Supremo poder Ejecutivo se ha servido nombrar para Secretario de Estado y del despacho de la Guerra y Marina, al Sr. D. Manuel de Mier y Terán",,,,"Mexico, Ministerio de Relaciones Interiores y Esteriores",Mexico,"Mexico, Secretaría de Estado y del Despacho de Guerra y Marina",,,1824,1824-01-01,1824-12-31,20385208,b9474136,At head of title: Primera Secretaría de Estado. Sección de Gobierno,Dated: México 11 de Marzo de 1824,Signed: Juan Guzman,Special Collections signed with manuscript flourish,,,,Announcement of the appointment of Manuel de Mier y Terán as Secretario de Estado y del despacho de la Guerra y Marina,text,1 sheet (1 unnumbered page) ; 21 x 16 cm,Mexico : publisher not identified,,,"Guzmán, Juan",,b94741360,"Mier y Teran, Manuel de",Mexico. Secretaría de Guerra y Marina,,,,
N65537#48,Object,,,text,spa  - Spanish; Castilian ,En consecuencia de haberse conferido por el Escmo. Sr. Presidente interino al Escmo. Sr. D. Juan Ignacio Godoy la Secretaría de estado y del despacho de Justicia y Negocios Eclesiásticos,,,,,Mexico,"Mexico, President (1832 : Múzquiz)","Mexico, Ministerio de Justicia y Negocios Eclesiásticos",,1832,1832-01-01,1832-12-31,38083793,b9652230,Title from first lines of proclamation,"Dated and type-signed at end: Mexico 20 de Setiembre de 1832, Joaquin de Iturbide",In upper left corner: Ministerio de Justicia y Negocios Eclesiasticos,Special Collections copy signed by Juan Ignacio Godoy and Joaquin de Iturbide (with flourish only),,,,Decree confirming that Juan Ignacio Godoy had been appointed justice minister,text,"1 sheet ; 30 x 42 cm, folded to 30 x 21 cm",Mexico : publisher not identified,,,"Múzquiz, Melchor, 1790-1844","Iturbide, Joaquin de | Godoy, Juan Ignacio",b96522306,"Godoy, Juan Ignacio",,,Employees | Politics and government,,History
N65537#41,Object,,,text,spa  - Spanish; Castilian ,"El Supremo Poder Ejecutivo, se ha servido dirigirme el decreto siguiente ... El Soberano Congreso Constituyente Mexicano, ha tenido á bien decretar. Que habiendose aprobado el artículo 5o. de la Acta Constitutiva, en estos términos. ""La Nacion Mexicana, adopta para su Gobierno la forma de República representativa, populár federal"" se publique desde luego, solemnizando la públicacion con salvas de Artillería, repiques, y acostumbradas demostraciones de regocijo",,,,"Mexico, Supremo Poder Ejecutivo (1823-1824) | Mexico, Congreso Constituyente (1823-1824) | Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores",Mexico,,,,1823,1823-01-01,1823-12-31,993003827,b9474486,Upper left on p. [1]: Primera Secretaria de Estado. Seccion de Gobierno,Title from first lines of text,Dated and signed at end: México 16 de Diciembre de 1823. Alamán,,,,,"Circular communicating a decree calling for solemnizing the passage of article 5 of the Acta Constitutiva, which declared Mexico's adoption of a federal representative republican form of government",text,1 sheet (2 pages) ; 29 x 20 cm,Mexico : publisher not identified,,,"Alamán, Lucas, 1792-1853",,b94744865,,,,Constitutions,Mexico,
N65537#42,Object,,,text,spa  - Spanish; Castilian ,Acompaño á V. [blank] para su inteligencia y fines consiguientes [blank] ejemplares del Bando que he mandado puplicar con insercion de la Real órden de 11 de Marzo,Acompaño á U. para su inteligencia y fines consiguientes,Acompaño a Ud. para su inteligencia y fines consiguientes,,,New Spain,"New Spain, Viceroy (1816-1821 : Apodaca)",,,1820,1820-01-01,1820-12-31,1012494673,b9624542,Title from first lines of text,Pages [2]-[4] blank,Dated and type-signed at end: Méjico 22 de Agosto de 1820. Del Venadito,"Special Collections copy with blank completed in manuscript: ""12"" ejemplares del Bando...; signed by Apodaca, with his manuscript flourish; and with manuscript note by an offical in Zacatecas on page [3]",,,,"Circular issued by the viceroy of New Spain, transmitting copies of a broadside decree",text,"1 sheet (4 unnumbered pages) ; 21 x 31 cm, folded to 21 x 15 cm",Mexico : publisher not identified,,,"Apodaca, Juan Ruiz de",,b96245426,,,Wars of Independence (Mexico : 1810-1821),Politics and government,Mexico | New Spain,History | Sources
N65537#43,Object,,,text,spa  - Spanish; Castilian ,"Los Excmos. Sres. Diputados Secretarios del Soberano Congreso con fecha 8 de este mes me dicen lo que sigue...Por la disolucion del Soberano Congreso el 31 de octubre del año próximo pasado quedó sin curso el Decreto numero 59 que el dia anterior se habia expedido relativo á catearse toda casa por contrabando, ó en persecucion de otro delito o del delincuente ... y puesto nuevamente en deliberacion de su Soberania ... que se llebe á efecto dicho Decreto",Circular,,,,Mexico,"Mexico, Secretaría de Hacienda",,,1823,1823-01-01,1823-12-31,1000389088,b9500781,Title from first lines of text,Type-signed at end: Arrillaga,At upper left of page [1]: Ministerio de Hacienda. Circular,Dated on page [2]: México 11 de octubre de 1823,,,,Circular announcing the putting into effect of decree no. 59 concerning the authority check houses for contraband,text,"1 sheet (2 unnumbered pages) ; 21 x 30 cm, folded to 21 x 15 cm",Mexico : publisher not identified,,,"Arrillaga, Francisco de",,b95007817,,,,Politics and government,Mexico,History | Sources
N65537#44,Object,,,text,spa  - Spanish; Castilian ,El Ecsmo. Sr. Presidente de los Estados Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... Se declara administracion marítima la reseptoría del pueblo de Tampico,,,,,Mexico,"Mexico, Secretaría de Hacienda",,,1827,1827-01-01,1827-12-31,995429400,b9484124,Title from first lines of text,Dated: México 10 de Febrero de 1827,At head of sheet: Ministerio de Hacienda. Seccion 1a,Type-signed: Esteva,,,,"Circular issued by the Secretaría de Hacienda under President Guadalupe Victoria, communicating a decree relating to the administrative status of the treasury office of the port town of Tampico",text,1 sheet (1 unnumbered page) ; 21 x 15 cm,Mexico : publisher not identified,,,"Victoria, Guadalupe, 1786-1843","Esteva, José Ignacio, 1782-1830",b9484124x,,,,Politics and government | Ports of entry,"Mexico | Tampico (Tamaulipas, Mexico)",
N65537#40,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto siguiente ... A los empleados de nuestra república, en la asamblea de Tacubaya , se les suspende el sueldo que por esto disfrutaban",,,,,Mexico,"Mexico, President (1824-1829 : Victoria)",,,1829,1829-01-01,1829-12-31,21826368,b9418397,At head of sheet: Primera Secretaria de Estado. Departamento del Interior. Seccion 1a,Dated: México 11 de marzo de 1829,Signed: Bocanegra,,,,,,text,1 sheet ; 30 x 21 cm,Mexico : publisher not identified,,,"Bocanegra, José María, 1787-1862",,b94183971,,,,"Employees--Salaries, etc.",,
N65537#96,Object,,,text,spa  - Spanish; Castilian ,"Miguel Laso gobernador interino del estado de San Luis Potosi, a sus habitantes, sabed: Que por el Ministerio de Relaciones Interiores y Exteriores se me ha comunicado el decreto que sigue ... Las elecciones que con sujecion á la ley de 15 de Mayo de 1849 se verifiquen en adelante",Elecciones que con sujecion á la ley de 15 de Mayo de 1849 se verifiquen en adelante,,,,Mexico,"Mexico, President (1851-1853 : Arista)","Mexico, Ministerio de Relaciones Interiores y Esteriores",,1851,1851-01-01,1851-12-31,1017992544,b9648109,Title from first lines of text,"Date of original decree: ""México, á 23 de Mayo de 1851.""","Dated: ""San Luis Potosí, Junio 25 de 1851.""",Signed in print: Miguel Laso,,,,"Provincial broadside printing of a federal decree issued during the administration of Mariano Arista on May 23, 1851, relating to elections",text,1 sheet ; 33 cm,Mexico : publisher not identified,,,"Laso, Miguel","Arista, Mariano, 1802-1855",b96481092,,,,Elections,Mexico,History | Sources
N65537#97,Object,,,text,spa  - Spanish; Castilian ,"El Escmo. Sr. presidente de los Estados-Unidos Mexicanos se ha servido dirigirme el decreto que sigue ... Que para resolver varias dudas suscitadas sobre la inteligencia del decreto de 4 del corriente dirigido a contener algunos abusos de la libertad de imprenta ... Así en la calificacion de los impresos, como en el castigo de los responsables",Que para resolver varias dudas suscitadas sobre la inteligencia del decreto de 4 del corriente dirigido a contener algunos abusos de la libertad de imprenta,,,,Mexico,"Mexico, Secretaría de Estado y del Despacho de Relaciones Interiores y Exteriores","Mexico, President (1829 : Guerrero)",,1829,1829-01-01,1829-12-31,1015387013,b9641351,Title from first lines of text,At head of sheet: Primera Secretaria de Estado. Departamento del Interior. Seccion 1a,"Circular issued by the Secretaría del Estado communicating a national decree during the administration of Vicente Guerrero, relating to freedom of the press",Circular dated and signed at end: México 11 de setiembre de 1829. Bocanegra,,,,,text,1 sheet ; 29 cm,Mexico : publisher not identified,,,"Bocanegra, José María, 1787-1862",,b96413517,,,,Freedom of the press | Politics and government,Mexico,History | Sources
N65537#98,Object,,,text,spa  - Spanish; Castilian ,"Don Francisco Xavier de Lizana y Beaumont, por la gracia de Dios ... Arzobispo de México, del Consejo de S.M. Virrey, Gobernador y Capitan general de esta Nueva España ... : Con fecha de 23 de Marzo último comunicó á este Virreynato ... D. Francisco de Saavedra la real orden que sigue ... Habiéndose procedido á la confiscacion de los bienes y pertenencias de los españoles que siguieron á los franceses quando evacuaron á Madrid en agosto último, contenidos en la adjunta Nota; ha resuelto ahora el Rey nuestro señor D. Fernando VII ... que V.E. disponga se indague con la mayor escrupolosidad y confisque quanto en el distrito de su mando pueda pertenecerles","Habiéndose procedido á la confiscacion de los bienes y pertenencias de los españoles que siguieron á los franceses quando evacuaron á Madrid en agosto último, contenidos en la adjunta Nota",,,,New Spain,"Spain, Junta Suprema Central Gubernativa del Reino","New Spain, Viceroy (1809-1810 : Lizana y Beaumont)",,1809,1809-01-01,1809-12-31,21584951,b9626789,Title from first lines of text,"Dated and signed in print: Dado en México á 14 [""14"" in ms.] de agosto de 1809. El arzobispo virrey. Por mandado de S. Exa. Illma","Special Collections copy signed by Josef Ignacio Negreyros y Soria, and by Lizana y Beaumont (with his manuscript flourish)",,,,,"Broadside issued by the viceroy of New Spain communicating a royal order during the Napoleonic conquest while Ferdinand VII was kept under guard in France by Napoleon. Includes list of ""los sugetos que marcharon de Madrid con los franceses en agosto de 1808.""",text,1 broadside ; 42 x 31 cm,Mexico : publisher not identified,,,"Lizana y Beaumont, Francisco Javier, 1750-1811",,b96267896,,,Napoleonic Conquest of Spain (1808-1813),Politics and government,Mexico | New Spain | Spain,History | Sources
N65537#99,Object,,,text,spa  - Spanish; Castilian ,"El Exmo. Sr. Presidente de la República se ha servido dirigirme el decreto que sigue ... 1o. Con el fondo del quince por ciento que creo la ley de 20 de Enero de 1836, se pagaran tambien desde esta fecha los vales de alcance",,,,,Mexico,"Mexico, Secretaría de Hacienda",,,1839,1839-01-01,1839-12-31,1001296889,b9502173,At upper left of page [1]: Ministerio de Hacienda. Seccion 1a,Dated and signed at end: México Setiembre 18 de 1839. Echeverría,Special Collections copy signed with manuscript flourish and additional manuscript notes dated in 1839,,,,,Broadside issued by the Ministerio de Hacienda transmitting a national decree relating to public finance matters,text,1 sheet (3 p.) ; 31 x 42 cm folded to 31 x 21 cm,Mexico : publisher not identified,,,"Echeverría, Javier, 1797-1852",,b95021735,,,,"Finance, Public--Law and legislation",Mexico,
